Train Index,Test Index,Hash
5711,762,29721163fe34f582916548fd74b749e811cf9d60ab0e41c0e3806cce6bc9a430
5736,4861,62f1562f20d417d335fa9a208ab5396c411e8df00c7f80747a43e968427d6f03
5741,5470,78f126b6fb55a219d33a737ce25b854b37c9f434ccbf0ce81c876ff672d33f0b
5749,4634,cf9dd56e5e9bb0faa775a221f1f3bcee80949c9e1683958a3a52b10622586f60
5751,7079,de50a5b52c3512d49350357e7c65baccb5546949557bb554e371a51766584d50
5754,7146,05fae523827d8e73866339d67c5b1b7b3bee5b8aff55622e77393dd89f1c72a4
5756,11,72081f2ce052edff791e4c85ddb8a47ffe521e63e750b94200f2817bed266029
5764,5032,e929d43573c4452c270f2d627c2c6823b7d5969a5a359b45280470486e48160f
5776,5498,4deae40311a88999fcce06a08f9cd71cc2b67a4aebcaf6e7e2011e4d6d2e9fdf
5789,2082,c5e712c0dcc76a0aa7e2ad54f290706dc9c41210542f008ed8badec5635c4b6e
5798,3183,c708884c415c645ea089069c0187b3bd8e659f49d45a1c5e318fcc6d8e87b790
5800,2864,a281bbfca8867328799c9d576eb3bb177361ecb5464e3f5091fe17cdf899b2ef
5823,708,590e964c72060a88e4fbe940e434915b11ad338c11dbcb29cd82730cdee8acd3
5831,3716,e32c79ae34c4cb8bc93ee982b392442199161bd8c708349807a2cabc9b82fcff
5837,1980,b5cbe4545939cb135d887514ec9946e9f0197facfd022c11562cedb68c833a1d
5843,6384,7d668260775041ebcee3ab193b8db5852037c4513304db2c19b9d1724c68ed17
5858,5305,67790bbd3dacbd2eb456a02e4ec2a965bb18bb62555bd3859eabfa3b92aaf658
5861,3748,0d02ebc9b412c5c97b3847d7b9f0327076906710fa9468f10e8615d6f8113d4d
5877,1135,aa7d0a9684caa18efc17a12f54bae557c2408c06affb638a83ca8cad1cd73ef2
5888,3702,fd92f06d8ce68fa2b2bc9ee5a2f7c945ec9dfd494c0379e5ee42de84c6998e95
5901,3962,1cfe9537de2d4ec51be0b32d7da4d9427ca662988877a488ca362822ea3f3831
5904,37,caa888c7f09b466f4816e231b8c71e891fa2d48cf55456fd91f0b4025a7cec67
5932,3386,2c20d463391ec19906e30af4b6297260d9a3711fe8937c4381394dbb2a7ceda1
5939,1549,7964694079793880467f0aaae8bf00c8b0a6a153065f7fc96f635c7bbc992786
5948,6934,0f4416476c09e570a3396982181dd3b7f854f7915f577761aeeac18ca89622b2
5956,7905,cd167fb6dc2e8f375a5fd685863d0ea1cccf28fb4ad6d798716de8c16fefcb24
5961,2302,f692755253db8a7929b14bc796c85e530785f78f1653bfaa93995a46f610589a
5962,4245,a7248003f64f1dfa3177d84ab2bf8971d1da69627ddf8fd0ef7b01e6ea052eed
5979,5425,5112fff87feed72a68e9160a0e5bbd00fe048337522a4dbf4667e22dded4d01c
5999,7627,ef1eb73bb6b6492923a0856e308c1320345e003276246ed73e41d1fc40f6f9d9
6006,782,020bddbf11080961b80b849fcc141db337c53b07b53a39e4a4e4cc33c48a69f7
6016,6370,4fc419c5bd6c2508cf53c5a7ddd476f1e81466f1de78d9c9691a345d81ac804b
6027,4872,51172b4feee846997e2de9f79d76c271a80efe45fede48892d874caca36c4208
6028,7452,2279848a67a00ca146cc5298c60eec1dc84721ad33d836bf61de3a0e669d8dfc
6040,429,ad4a67895991f97565791df23ec9c7c768378c1a2b6d49669d7bf081a926b7fc
6041,3100,88595dfe4cde1a9b87de5fba94d5e338e25bc5abce85bce27685e252d1f25c90
6045,4352,31a5cd0f1bee3c4ac1b8270f013d1972f001a0df9195f2555ec8ff1babdc669c
6063,5816,560e07c010d1a9b6ee47ddbd179b4069de319d85342a9136f6b90a3bb746c915
6066,988,63c573a152ed00380621345a3619ce454dfc24b28c0c62853f0c5769453d593d
6077,2392,f0fa2fd621cb1448785c8a9b1dbd9ee31fbfc0ddbaf6c88b36c00306fa59776c
6089,3033,56a494f6724b84fac59a2cb72aa593d1d7c8f57ecc5604187ea5a8103f9e3994
6094,5216,850bc2bfcc3ed2cb019557c28f8e658bfaf87de0e55e0891f6a865d6d9a6afc4
6099,5299,cc3b07ba995e3dc0d295c3e641f9285d38959bded507f67c11fdbdffc3687943
6114,7473,e09b28e162c09b6712976623d20dc29c6b3824aa3c4983216c10ea6dd01cd22d
6140,7631,272a0812cb133b6d9a9d273c376fa233f0018070612ce25277a5f5e4714fdaa3
6148,503,a9d9bd44dd932af6bcc2703e06add72701fcda88d9e95b794ec60f43fc523b3b
6160,5460,bbbc7111af7ed910c5ba7b4b82023082892cf563220232673cbbd9f2d68cec1b
6175,3027,60b9ab8a5d5ec7f132ddede79ef607550e844eb664ee076a10d0f1a3465e362c
6187,4722,b0f03fc8d45612aa79c3561689c22e8593d714f4e19633a6f7c5fe22d3a9e579
6191,4925,194f60b7410ed9cad7f9b84034433a848f1acb9e7fd2ef24a2c67874f79d6d2a
6214,3826,ba442c8fc53c1ce15ee39994f498716f6386d3c3039a8c5757ea40fda286cce8
6251,5632,3bb035952dadfa9376930f688d94a2b981e0687cc4dada8eb764e23cb3d70c72
6257,1652,5ed73114e3f8f167097aeb815f86675fee657020c9345da33bc9b37beeb97e6a
6258,958,01b2b8406dac082473cb12e2afe17b91365cd515c0ed65ea4c2bf8f5603d79e3
6287,247,83379fb54b3c8c8534ac8d3c56dfded37b47fd6e39b2138ad90c00c7a9caad42
6303,2616,d8fa872f84965035f223021ce951988865ad678e52a75453ee204bd5e8bbb2af
6307,759,1ef64cb664a1cbff10bf3265dec956bcdee5b8923864fd208a061b64e3f27834
6311,2021,3eee54ee548f60f20f549e1c98413622b305b8a96913c0afe643db546cf42d25
6312,6136,0a0afb0fe43e2812fa777964ddb887c8dd10f3067e6addf22097de6e23859f6f
6324,1382,e2f4cefc5accbee5b6e40bcd947fb22de3a7a0aeb4f1190387524abf77696ab9
6345,1930,a7390f8c01c351db48335c27172aad91c419532f6de2213eb0e2d39b762cac79
6361,3802,09758f9c06e86e1b1117be61a9a90539daf82d66ea6a53bc9289acaeec7a5e50
6384,129,71ca49b83bb5109ab379da30d0b02cb3728396dea856915ae71a69e1f38662a1
6398,172,3c9594c11b7710b0418a9a540a4c8e7e4473cc731abf1a3a7fbae6a3fcb4050e
6407,1153,bd5d818b574894b0f02b68f55f529dcb59c4aa59db21e49acdee0fd92111c3ce
6412,2715,bed2d9f72408440cdd3b0223c98a36f00309711f86d5a80088d2af39eec458c1
6424,5279,becded1cbdca7819da80cb798d8b6717a084df4558f75039b3e25b610f7ce1fd
6440,7870,7c0dcb088207bd866aec83af9fdb02350c169d203ef6944308c1309bef507c0e
6451,6300,36b5f6277fc4b1c281114ef72af6943b3c4ee9d3b0401e9217deb8924e165e6c
6453,6417,1a31ef73705d7a04c52a9cc925d59eaa3045713902cf9c91de056ebc4bfa4b06
6455,215,801d9b0b59036e784c90b91f7d3b638bcf753e501901541033b15dc6582c3661
6457,2840,5e8d94c40d800652a330ed9672a6e47c2404cb92f81842137dbd5c1378206d71
6466,6748,14a3ae82f5a72b7680ad01abcb31dba94d8143e14792e126af6ef8d65449b6e9
6469,4696,4334a69560b61d0278988244e82400333fd9d64cf19ac4a3987b96435af9acda
6471,1260,0218fcc3f79c7f8b75967d1f7f5ef078c08218b427eb6f2a4e930b91bef9abc0
6476,1528,014e8eddd149011513d225ffc708893eac5861e8f26913573ec065415460ab89
6482,7093,c04fc6ee530104a26554e8c742cbaf450a5031a4b49f982564a52a9e35e08039
6487,6303,9b3ee206209dab1afd61366ad6f78a72aeb8b103846f841c7707cbd54e0f6f15
6498,3515,92903f331a1c203fd7ed5be4aafb913282b60095b8b2ab6fa788ba11bc89143c
6509,6388,351bdbf6de82a0b8b4699be7bf8983740e0b353e8597b8b5939fa95b0b569c35
6514,1010,99412a13537cdb4b5cc88b0b3687981378372395cf4e50fb3de5f7f6e00554fb
6524,7074,9e8e5443d251a3480b09e66bc48a963c93137e561484bd841f996c2f2eb06c6a
6538,6236,ffce14014d77f5fcd6ae4fbaa3bb4b128eec208bca1bb07900b6f4743a31690c
6545,2826,1b6b0476f7867ba8713c0b9d3fd6af82f94e5e62387dd8e572c31b40f4d84371
6546,5078,70408a44a533e02fdb069922b0e26e7f081b40aae01cc75d3dc08217e3c0becb
6549,5350,47c159c0762ff233a396725df33cf9fc398ac7ce7cfa65e606d6fcccd0c762f5
6554,6360,67bbcd12c445cbb3c59ad26634846daf2ccee3d9e33862d5e6c54b1e676288c4
6562,6215,6843c6c32d0aa06b0c25e9a1f4e0973ac70c210cebbfd8b27241b5adb15d093e
6573,3113,d5543385bff290eba41639d72593daefaa997348a5456b79eb2aa773cc7e38eb
6578,4753,e8276925637d2b61c15f4e846fb89be82ee4890e2e83fe54986885569d1ab0a2
6595,2784,8e1d3eb40a6b21460f0c2abac42291642c2982afcda82a76e13af4879236ea73
6604,3672,8eecc9b398f69eef336a8a4eff734b6da4fddc70179db02a2512e8745966aa4e
6619,5968,3519697e6e4a543fa9341ccb85d60297d73901c9f42d8ebad808d45b63a489fa
6623,3269,dcd19f92542e204d9c13cc9a5bd9cb5f26f23ff241d9595a278d9c353e37f00e
6639,1449,1b7c3775ef3d71b451304dbc4aaa07f5bb950b8b8df9d2e8a2d5a675aab5d976
6657,3282,ea424b3e218a79239336dd13783e2bb2a0eae5cf94261827f880e4f56f637def
6711,3858,cb997d8c33c74aef2ca5873d506b06f5a90a72971eae1a6c9c7d0621504653c0
6715,4901,16b8c0eb1dca87b19a26b1d7038a2232d630b00a780801ef40f586892ca9d643
6730,3655,9be5410dc7457d7af443d727ecb988b184f778d1b1d7d3b7eee02927d9dac7e8
6756,3138,674619c8e72ad6d86c316a7aa4266a19879b469d0d753c3e60a330f5d1ece8e6
6775,5609,bd8291a67e0065d5ef048d07b81cf2b56fac86e5c549134c2db0b6173a14fb0c
6788,7976,592a1abde75348de594817e8d0892086baff1696f9c210506b4d69972efa42f3
6789,5902,b25235c23e91dd021df918dbb58ec2030c7f7773e141080a0e601c1d99335afb
6800,2796,6acc16b1c49c69ee359ee48764332196d7bc20c3115577929f410ecd4cc03b8e
6856,1031,ab654d870e2997d4f739e7fd446df1a014098ae9777796419a9009a812ec04c3
6878,6142,c92754d5a69ccb2ccd010224e7250c5b862ea14ccdd243e63e40963b3fba732d
6897,3205,c207a60cd5cd0f9af07311f5d702e154537b465f7f2bf75aeea5b3722becf389
6925,1916,2a950d244a1ba618fd43bdc1ab6ca25d8edeb39157614730e5d8928480dcaa90
6926,2243,e74ea6bc07ee0b9cda4d3536bd18f69afa84b6d4a8b2ed1ead8bb597e3478a9c
6936,296,2bbd9947889dfc4c3055cfc59263e1fcc282ca19a0feaf6568496a1448e3fab9
6937,4547,42013910d03c2cdb039e175352679030a7a7c2b449b83b667e3ccae68b3268ee
6945,5826,38c6d8587bc7dc8681a29ca04266b87d6834b82fc9cc12e13f6c8009d30a8175
6990,7476,1fa478b85cb6ae25db81a53b94c7e6419b2dbbf67fdaad663b9593f109551113
7001,6542,24aa6edd6d9df9df18fed3239f957f99f71c2784ffc26309de1bf64fc822d84e
7004,1894,9ecce648706ae10cf5937da847bb854b338926895a90d5f87444657446a0e4dd
7040,1364,2133fd836d3613e4bb72766bba60cf6850a62b13d4ea75c11345bfc18d0627c4
7059,7499,e309dda70a0868e12c1955f5e6010dd11de17dc9d3e49f8837281810be61cea5
7083,1196,aabd6e1445bc0bf71196744cf3f242c9855b24571f9c399532aedf917752b4a0
7091,3242,949c10966ae9c46f10654a3f9a45dcd68e631f935c71689dc45c6faaa17beb33
7107,3496,02b3110701a9d53488127a43de1d2088f5dc4f334a7236041b2620edc87bbeec
7132,3268,12df5664721e4fe064bd4c50a2843fc15f82e255b39a7f07e0faa83010028b37
7137,3300,a64cf81f9c3c0a8e0ab5b6365a662af95b30098a253a0f2c396d2716586bdd9c
7194,4954,b561c79b2132e22de798632253f67248a1ce526189c8a8e8a0af8e39ca69713d
7208,5469,e66f7370f3a80d79b7031c9b3ec021f67759d3f26460c39c246f5bea5e56eedb
7215,5136,a534ba06d7e1b15bf44bc8032374476b9a8b68da6cb599389188fae7ee1e6e73
7227,6975,fc1c8c9b75ad2857648d04cff40f4dd3e690d2e4579d80a42f45d099e5ce8b84
7243,4593,461001badc3d898fcd2c0bb59e20fd4e655641aaad53cf4f693193b7fef3875e
7254,3373,7af7c1b01541d0c21e7564ff06fea7d3dfd1b5d79499e6a2ee5350767634a901
7258,4446,e3d63b8c636dabff3c6012f3e570fbfbb396589360e8459107cde2efd070242d
7305,17,7f4139193b838e339a383503af2422fbfbbdb1b8bd9a5bd39bdbb282a75076fd
7311,900,038be28fd0583c252b04052ebf3b2c7bcfa505f2b5532bcbb8e8a316c8b26bdf
7319,1024,d7b2c159f41ecc111e687c7293e0ca5fbd96fa057b9cf5587ed730931c473d3d
7327,6743,aead2c341ddf63d66433ed54bd479b79a56032b0d6a9e2c7bef702cfeafae8df
7328,3011,ca3ac427f36e88099e9930f55f85a133b8207ba2263918486b1c2424852c5a55
7348,7632,16cd73a45098c39d9cf452e5c24541c1186535809c9b659d3c765e552a218adb
7363,6416,bdbc0eba3186a5dbf1f6d900d412145a1ae77765fb9b325bf26bdeca8ab50863
7393,967,c281c0380dc1a72e5f7bd295cd5bcd9357c282dbd2a871cf1e7044e24117f573
7417,1705,918eaeff5d6a2cda0de31c976f779ff254eb81ecda2d37c510c231c1367caa74
7420,2951,17611e16024eec97c70c5b7d4677391bebdc33436b022f9442ad15f9adb37033
7424,7729,808de42b0c6f64fe3c5654516a2042033e9cd54efb23613c6d1a8c02339e7513
7428,7047,8a62d3bf4f60860c873e810524aa48cf3fdf2f6750b6d844baa0378992cfd28c
7437,324,6e7050a6e1e0eac01306a5fd258d1ae4487d4cf70cf482c9b3f2c99d42ba5501
7452,1292,16132d64a99f7bf8c4053fbced8545c4b6b6472be74d7773c31e268e1689a4cb
7486,4258,0f2aed6c0b93096848d86278221e7d5e65ee5bafe68d78f51d0d4bb4e858c760
7500,7827,34ae6c7ad6f39ae985d27a4b486b16da711c72b5353e363135d914ff6dc06e68
7509,5243,6681939261ebc934f9e2381838b849d511a2da26e6ba07fc85e917da37d29d35
7514,6289,889921c14658457ed2cf15f96a2346bc2e088dffd273336852512bdeed178def
7519,1206,a07e6c773b6fdbfa5fa9635cd9b3ee78febbb8d7e03d20437f6ce8b84e270130
7524,1955,6725e6cf76a86aa989efc24c6896aa69545a3987b78961de3d895a6da9782539
7532,821,d03bb132f99f53967ebfc689c6dcd320d51f8dba916095f585d2ab1ee12ba09e
7569,7735,7c5b04db8260d980ac9265919e93d56b112a7184e451bd72bcda5d9e0a8e152c
7576,5338,0763c653fe8c45d237f7f49347ad1a539be2ba1c07ca9ae1a141946e7191c760
7583,886,51a5ab609432e83717359d7621d395fb428c5a1273bff33bd51cb8c44827f629
7585,6202,a9c12fde48654db9e40dd403fd8c4db4b644c757ad378b2ecf8abdd6dcacd1c2
7589,6626,78f772e43a594eab4f77161900671431a6a8952c9d7b85f79169aef6338e4e06
7599,3436,fb61d7bd388aa1ca57a02fbbe16cc43ffe37f31e5199feda9564bac2e0798c28
7601,3118,a1d778df4e36675eee763ab7f125cbb5e29a949cba912d4285d24b8ade468372
7603,5233,4664e59a64c8d3b885d326137f81283e85408c273d45d5f839b869b8ab695938
7623,6359,224cddaf3833e308d0ed0d46abbd05b56c8de9fb3a35d1cfc647da36afc158e2
7626,6701,3ed96c18a70ad9eb527ffdf315f9dc7b340b09686a9dea8c8a343ad5b96de051
7628,7573,2aaa279b6ba27484b7edc9a8dac7d521cdaf87fd50f91f501c2811fbb1a2fa61
7643,5872,2967c702a2609b549eeaf6bb7f58e45b898d0710060822ebd076adda3720cd3d
7655,6963,cf9f3676f87c76f68f1dcddc390f8a3e40b1eb7c574d8aed69df10d8db1336d7
7656,3356,1bd77954900197ee80e9a480eae31a044a3a80f54f1deb778b2057d6e9bb2ca7
7667,5754,b7f2bc2f66d971d5a02f69dc9e4db28570d77125bea443e5e7bd9f8432a6547a
7672,2163,6acf03a82504f9bed54e697e1dfad584b1e572a78f1b012276123ccbdd031c2f
7680,3898,0a5d38f003313586d6fb7ef2e03a56a9b344df2cf33f784509a5d3637fbc1ba6
7681,5074,0e4e29f5a708fc5629c563341768888c47c040c51c10db06995561b54ee49c45
7694,7228,fd75ef73cddc597a199038e945b7687eda424c7e299093d0ca7e99da4b3776bf
7699,7087,92bcaba7a0ccdcd718184ae090bf86673de586f7de7adcc694491860060a70f2
7713,57,e94127de887b5e096c31435a88f660587ab66475f6b1ed3e7e09f1af96416ce4
7737,3744,8b315a229b1dc7b54a56ff55ce1c686ce85651d5c4827c4cd4e2ae96402874f7
7741,5034,20b8b870312a42c48d06bf184e9a0532bc3331e243922298c6473854fb8901e4
7742,1727,7bff6c72ef9cffa7e85cffeeb14670aa42d4b75cdef8a605057d3fd09502f16d
7752,3554,d028276e642a52d9139097f75af6ebe1f1cd106b390d74eed0723ef805f423cd
7757,5783,b5059b20981054a44cd416f25359772a700a93131a51153f8ef6ce3c60f81cc3
7769,6999,23acf3eaa795921a45e033f951a0b9ba490f723fbc6c96a1a0165b58d27b468c
7783,3571,7e41228e22fba6b338865fba8cffffbd84e90d1d76af31c92f07206b093c6c23
7801,3652,e8bf9d14e9bc3f1b5ec458fe598240e9235f16723ac7d31bdffd13478d83ff26
7815,2867,7c616b8b7d3a9b115ca0397aa6efd5069998b2a0d6da188f8394af8dc0e7475e
7833,2666,0238f0d06429544839353f321e71c76c641642dde4f2dd92c53d9c393ba3f0ae
7834,4417,3b7ea8aec6f17e8f720ef05a3552b31229377876cfd3a9908dcbbefe4aa51af1
7839,2810,b3ed2c764a2e39712508386aae2db018401f8b9bc591246d9e1968cd67ea74da
7843,798,1bbcf27fbd8211d391fbcf096faff05a6eb8361358359e25d016c29d4aa642e9
7882,6522,61277e13a585f7eba155be35a4d99a00ed42d8ffcc248927c6f6c9a92b7d65e6
7909,1872,6267ca3a1cc56703dc6f7dbc930bdb18cc1cf11a601f9baece43ecda39df366b
7933,2756,f64121d95c17f5861a65440f40a965be5ada3bc76d561a4537f114119b57ca6e
7966,4558,0fe2ce055a3b547f4e749ba89185704e31ae2f7f1395911fb4e5341c64167167
7998,3911,0837be999a94a4639fe9679e1b853ac69af878edabd2f9251acfe7bcaeb11d1a
8035,718,3e2084869b7a56e54afa3125bdfa7031e16c463e46735aa02eb0ebce79c50046
8062,3849,78f0394eea67bf967b46b3ca06cb02907418f1b7448c55ac57aa868d0241a971
8069,4506,0736de81898eef94af1ada55c730963abdf6c94ced944d09bee20e5063123a16
8085,6564,f393e04960470c77b227f0caffc0efaf5f255a217d667e6941cf3e6a95738fb2
8087,1282,d8f547648d232e5adc1c7117d59919c650cb0930a3b2fd4176ce8a6c3a118a70
8136,6751,551fc331b2f5527087e8905396387fb157e5ff759ce5b37bcdce0753edf9c7f5
8168,4539,f6a1fd4cec8ff3f24ebf9532d1970e1ef4ecf9702cc0ee83253bcaaf893b7d36
8193,1945,7ce7be941b960ab800b3b2d149ace6be8d34e976ab90e95433ee607a2b539423
8226,5790,7a9463310bcd492442b035d4fd8660a9517df9f126428a839057a24f606d22fd
8250,558,eec4953ce322ea7e228e0ef88f0dca9935fef04ca84f4812e75a23c24b45c7fc
8309,428,c56a904af10f5545accd14f5968b179cf83a6bfa38f46b4d248d174b626a4a72
8318,1689,3a4e33b5940480e946b7c59f2dc140412dcd8040dd66d3c1cdf59bd7a0231d0b
8348,7732,8001c7a5e71d0cc6bc39148365edb7eac55afadc4c7e8144ce639b7556e5641f
8406,5451,7ffa1f056597a052bc19c0adf5b5dc4dd32e02cbc852faf96d0e4b262973e494
8433,7000,6386c8fee7e6c1758ac7849d6b72250f3100e1c5a889f8daeb94837bf453a444
8444,941,2ea057f0220aa49e002673d8e697cf2672d3f68d6af4aa2f0ea44e1f138e27a6
8451,7869,1c4a49e965b7593732c1a8d33c6fc6de48f1caca3e1e058758a24ddfa6f5faeb
8457,3595,f567130415c49628e52ec2d02bedf12c91c9b37a82641c76debe351f5a15b6f4
8483,325,5e55114e889fdeb17d028dda593d030e88da19a15d26f6a35b9023cd59ad8e9e
8486,4612,784bea03e3572124ebddf02901939a9b66c97811a44b74f2c3a87b95e514ed7a
8489,1009,460c622be1f7b20a5a53f28396878e044df24840f6bc92f14c47d5aea2ca37a7
8499,714,c9cf5e52282eaf79bc49ea4041d0e38e91d905a6ed37bbdd8678ac78ed5f89e5
8521,5721,b6b4261ea2434d8a392aea4624b0dc21f9e1ded3baf33bfd306ec179f4a54bce
8532,5506,9070f7c5f972ca5f1d31f2927d8988e7bd1533e1fddc1166c9a460534979d072
8535,1014,fb2876ee80e6d5538030d5f8c8e13a43fd34d8d24b610a576b18c397dabe6c3b
8550,3600,939c2b6a17746132af6f2a72733b7e2407e53a598162c7d91fdb76b9a24a012e
8551,3661,824efe43eb3ca2fd4af5ad17e07fb33648f3f9625778d1c38af511c17c5bd185
8556,7066,1cb5642b92ee2b3a3e3784277a256d3a67781ca1be604db5691674fb879b7561
8562,3978,6b5a298787b492f49865d32fea9a608d3fdf764a630e3457d54570164ec0aac0
8567,1105,44c94839613c584a3145caf60a47c240038550c413fd5296758e55e439a4539c
8573,1666,7396154cad46cec2c8fe3b7a2c8b724b5c4df6077c527d0595f39ebb197aaca5
8575,4779,87608e378dfc69d84f7e89013ff24daeba6809ee1463c9ea0f6fe6a16addee00
8579,1711,b0ab3292a318cad4129a4a4b470d4ffe484af05c318ece107506245c9030c240
8623,2856,839769cca755e92666a36b9543880b70bb20e0953756d48bcd9202247838bde7
8631,6276,ee81859ec0a8a2ff848bf2012e210d6ebfd1cd362e6b5d57e78f1c039864743d
8638,2660,513f5787ae90525cf8bf14cb19acabfe9268d2262374bd5fd8ab47986829c213
8652,1694,add40720fc5681cfa1ac27e9209f41152d448b6524b6d1774df871738f55dd57
8653,7895,9b368c9fe8037f4d39061db8dd35e0e42463823da76d190c1777d660f3b371ad
